renters,description
Semut Emas,"OLITANS G040 Pocket Knife 2.75'' D2 Steel Blade G10 handle Features : D2 Blade G10 Handle with Stainless Steel Liner CNC Milled Handle Lightweight Ball Bearing Pivot Product Details : Blade Length : 70 mm Blade Thickness : 2.5 mm Handle Length : 92 mm Total Length : 162 mm Opening System : Flipper Tab Lock Type : Liner Lock Blade Material : D2 Finish : Satin Finish Handle Material : G10 with Stainless Steel Liner Pivot Assembly : Ball Bearing Origin : China OLITANS G040 The material used for the blade is D2 steel, which is a very nice steel that can keep edge retention, and has high hardness. 2.75 inches sharp blade can provide you with an balance cutting experience in the outdoors. G10 handle The handle length is 3.62'', Slightly shorter than some regular sized folding knives, but with a good grip. G10 fibreglass is a commonly used material for folding knife handles, with some good stability, a comfortable grip and excellent non-slip properties. Safety liner Lock The Pocket knife has a liner locking structure, so when we need to unfold the pocket knife, slightly press the liner to unfold it. We can also push the flipper opener for smooth and satisfying operation. Small EDC Knife G040 pocket knife design will be miniature, only 2.1 ounces, is a very sharp carry edc pocket knife, can meet the daily camping cutting needs, can be used to cut fruits, open boxes."
Mytriple C,"Xiaomi Huohou X Nextool Multifunction Knife 15 in 1 Merk Huohou X Nextool Xiaomi echo system produk (tidak ada logo xiaomi pada produk) - [ 15 Functions ] : Needle-nose Plier / Standard Plier / Wire Cutter / Hard wire Plier / Thick Wire Plier/ Wood Saw / Phillips Screw / Stripping Long / Can opener / Bottle opener / Slotted screwdriver / Glass Impactor / Big Scissor - [ 2 Kinds Of Polishing Process ] : Most of the overall tools are treated with a matte finish. ht processing to enhance the sharpness, while all the screws and hooks are brightly processed to improve the overall contrast. - [ 294 Procedures ] : Process 294 processes, respectively, processing plate parts, casting parts, improve hardness, handle rough surface, trim the burrs, polishing and polishing, and strictly control the overall equipment process - [ 65 Parts ] : The HUOHOU multi-function is powerful, complex in structure and has up to 65 parts. If individual parts are biased, this high-quality experience cannot be experienced even with precise assembly."
Vtamin C,"Features: 1.Ultra light weight, this multifunctional tool is only 28.5g 2.Comfortable grip, easy to use 3.High strength alloy, excellent material 4.Equipped with knifes, scissors, screwdriver, to meet your different needs Brand: NexTool Model: KT5026B Size: 64.5mmx18.3mmx7.8mm (2mm soil) Locking type: with locking Handle Material: 5052 Aluminum Alloy Blade: 420J2 Stainless Steel Weight: 28.5g ± 2g"
TURIKALE_STORE,"Selamat datang di turikale_store Informasi Produk Carabiner Pisau Lipat Knife Carabiner Mountaineering   Karabiner ini memiliki beberapa fungsi tambahan yaitu terdapat pisau, gergaji mini dan senter LED mini. Karabiner ini terbuat dari material stainless steel sehingga sangat kuat dan dijamin awet untuk penggunaan jangka panjang.  Fitur  Pisau dan Gergaji Mini Terdapat pisau mini dan gergaji mini yang dapat Anda gunakan dalam keadaan darurat atau digunakan dalam keadaan yang dibutuhkan. Karabiner ini sangat pas dibawa saat Anda melakukan kegiatan luar ruangan seperti berkemah atau mendaki gunung. Senter LED Selain pisau, terdapat sebuah LED yang dapat menghasilkan cahaya cukup terang untuk membantu Anda melihat di malam hari atau ruangan gelap, terutama saat keadaan darurat atau tidak membawa senter khusus. Material Berkualitas Terbuat dari material stainless steel berkualitas menjamin tingkat kekokohan dari alat multifungsi ini. Material ini tentunya sangat awet dan tahan lama, memastikan barang tidak mudah berkarat walaupun terkena air saat penggunaan.   Kelengkapan Produk Rincian yang Anda dapatkan untuk pembelian produk ini: 1 x Carabiner Pisau Lipat Knife Carabiner Mountaineering  - CRB1  3 x Baterai LR621 Spesifikasi Carabiner Pisau Lipat Knife Carabiner Mountaineering  - CRB1 Material Stainless Steel  Dimensi 8.8 x 4.7 x 1.6 cm  Lain-lain Baterai: 3 x Baterai LR621   Note : Jika nanti barang sudah sampai, jangan lupa untuk memvideokan saat paket akan dibuka dan isi barangnya ya kak. Karena komplain tidak dapat terproses jika tidak ada bukti video saat pembukaan paketnya."
Sepakat DigitaL,"Main Features: •With gratifying tools, there is no need to compromise in life •Excellent selection of materials, craftsmanship •High carbon steel blade, excellent cutting function •12CM long arm, full size screwdriver •Safety protection, refuse to accidentally hurt your hands •Carbon fiber + G10 handle, non-slip and without loss of texture •Textured EVA storage box, into the simple business style Specification Brand: Nextool Model: NE20021 Type: Fixed Blade Application Scope: Adventure,Camping,Home use,Mountaineering Blade Edge Type: Fine Blade Length: 9.905cm Blade Material: Stainless Steel Handle Material: Stainless Steel Weight Range: 101g-200g"
Fortune Frog,"It’s got big shoes to fill. Years ago, designer Richard Rogers released the ranch-ready Cuatro™. Now, he’s raised the bar on himself with the Cinco™ /sink-oh/, a slim, go-anywhere everyday carry folding knife. Just like the Cuatro™, the Cinco™ is simply awesome. Smooth Opening:  IKBS™ ball bearing pivot deploys the blade smooth Superior Performance:  D2 blade steel for excellent edge retention Fast Opening:  Flipper deploys the blade fast Tough and Durable:  G10 with stainless steel handle combines durability and strength Low Profile:  Pocket clip provides secure carry Blade Details Blade Steel : D2 Blade Edge : Plain Blade Finish : Stonewash Measurements Blade Length : 2.89"" (73.41 mm) Blade Thickness : 0.11"" (2.77 mm) Overall Length : 6.94"" (176.23 mm) Closed Length : 4.05"" (102.87 mm) Weight : 3.10 oz. (87.88 g) Other Handle Material : Stainless Steel w/G10 Inlay Style : Folding Knife with Frame Lock"
Bonanza sport,"Item number 0.6221.26 Tools Nail file Screwdriver 2.5 mm Blade, small Key ring Scissors Dimensions Height6 mmLength58 mmWidth18 mmWeight17 g Details MaterialAlox Blade lockableNo One hand bladeNo No. of features5 ColorGray"
Bonanza sport,"Fitur utama Aksesori keranjang piknik Anda untuk memotong roti atau membuka kaleng Pisau saku buatan Swiss dengan 11 fungsi Termasuk bilah kunci besar dan pembuka botol yang dapat dikunci dengan obeng Nomor barang : 0.8353.3 Tinggi16 mmPanjang111 mmBerat103g Peralatan Pinset Pembuka botol, dapat dikunci Pengupas kawat Obeng 7 mm Kotrek Tusuk gigi Pembuka kaleng Obeng 3 mm Reamer, pukulan Gantungan kunci Pisau, besar"
Bonanza sport,"Nomor barang : 1.4611.63 Tinggi19 mmPanjang91 mmBerat62g Kayu Pendaki 123456 Tersedia di Membagikan Fitur utama Dibuat dari kayu walnut Eropa yang elegan Pisau saku buatan Swiss dengan 11 fungsi Berkelanjutan dan bergaya Nomor barang	1.4611.63 Tinggi	19 mm Panjang	91 mm Berat	62g Pisau Saku dengan Sisik Kayu Walnut yang Elegan Pisau Kayu Pendaki adalah sinergi bentuk dan fungsi. Saat Anda berangkat untuk berpetualang, Anda perlu tahu detailnya sudah diurus. Pisau ini adalah pendamping yang sempurna di jalan, dengan 11 fungsi penting untuk menutupi semua pangkalan. Dibuat dari kayu walnut Eropa yang elegan dan ramah lingkungan, setiap pisaunya unik, berkat patina alami kayu yang kaya. Dengan pisau ini Anda akan merasa percaya diri, mampu, dan bebas mengikuti jalan Anda sendiri. Peralatan Pembuka kaleng Obeng 3 mm Gantungan kunci Obeng Phillips 1/2 Pisau, besar Pisau, kecil Pembuka botol Obeng 6 mm Pengupas kawat Reamer, punch dan menjahit penusuk Gergaji kayu Ukuran Tinggi	19 mm Panjang	91 mm Lebar	27 mm Berat	62g Detail Bahan	kenari  Blade dapat dikunci	TIDAK  Pisau satu tangan	TIDAK  Jumlah fitur	11  Warna	Cokelat "
Bonanza sport,"Nomor barang 0,3603 Tinggi14 mmPanjang84 mmBerat51g Tools Toothpick Blade, large Corkscrew Bottle opener Screwdriver 6 mm Wire stripper Tweezers Blade, small Reamer, punch and sewing awl Key ring Can opener Screwdriver 3 mm Dimensions Height14 mmLength84 mmWidth26 mmWeight51 g"
Deknived Indonesia,Pisau Lipat Survival Outdoor Besar U.S.A Stainless Steel . Berbentuk Seperti Parang Mini Lipat .  Clip Point Blade . Jenis Bilah Clip Point Umumnya Di Hutan Berfungsi Untuk Mencungkil Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Sarung Untuk Di Selipkan Pada Saku Pisau Lipat Ini Merupakan Pisau Dengan Bilah Paling Tebal ( 4mm ) .  Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 16 Lapis Kertas HVS / Setara Dengan 4 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Panjang Total : 27.3 Cm Panjang Bilah : 14 Cm Panjang Handle : 12.5 Cm Lebar Bilah : 2.5 Cm Tebal Bilah : 4 Mm Bahan : U.S.A Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Kelengkapan : 1 Unit Pisau Lipat Dan Sarung
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFU POCKET KNIFE ! Saat Camping, gunakan NAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFU untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa NAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ NAIFU juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) COMPACT & PORTABLE ~ NAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya NAIFU juga bisa dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: Stainless Steel Terlipat	: 7 x 2m Tebal 6mm Terbuka	: 11.9 x 2cm Pisau	: Panjang 4.4cm Tebal 2mm Berat	: 32g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs *Silahkan beli lebih untuk mendapat harga grosir *Barang kami sangat cocok untuk dijadikan kado untuk orang-orang kesayangan di hidup Anda :) *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE BUBBLE WRAP SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami :) *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID & our sister store @MIZULIVING www.instagram.com/MIZULIVING untuk update promo produk terbaru kami *TIPS CERDAS : BELANJALAH LEBIH DARI 1 BARANG DI 1 TOKO SUPAYA HEMAT BIAYA PENGIRIMAN"
Deknived Indonesia,"Pisau Lipat Italian Knife , Kategori Folded Knife .  Drop Point Blade , Material Full Stainless Steel . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Full Automatic Spring System. Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan . Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Panjang Total : +-23 Cm Panjang Bilah : +-10 Cm Panjang Handle : +-12.5 Cm Lebar Bilah : +-1.7 Cm Tebal Bilah : +-3 Mm Bahan : Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Sistem Keluar Masuk Bilah : Automatic Spring Sistem ( Sekali Tekan Keluar Keseluruhan ) Kelengkapan : 1 Unit Pisau Lipat Dan Box"
Deknived Indonesia,"Pisau Lipat Browning U.S , Kategori Folded Knife . Clip Point Stainless Steel Blade Finishing Titanium (Yang ""Abu-Abu"") . Anti Karat Dan Tahan Korosi Jenis Bilah Clip Point Umumnya Di Hutan Berfungsi Untuk Mencungkil Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Klip Penjepit Dan Pemecah Kaca . Full Automatic Spring System . Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan ( Spring Sistem ) Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Grade : Original Panjang Pisau Keseluruhan : 23 Cm Panjang Handle : 13 Cm Panjang Bilah : 10 Cm Lebar Bilah : 3 Cm Tebal Bilah : 3 mm Dapat Dilipat : Ya Lock Pada Pisau : Ya Sistem Pisau : Automatic Spring System Kelengkapan : Pisau Dan Box"
Stardata Shop,"Silakan Order Ready Sesuai Stok Huohou K30 Pro multitool 18 fungsi, bahan tahan karat dan kuat, Bahan Utama : 7Cr17, 3Cr13 Bahan Pegangan: STAINLESS STEEL Bahan Pisau: STAINLESS STEEL Model: Houhuo pro Size: 102mmx39mmx20mm Weight: 269g Item: 18 IN 1 Multi-function"
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFUSAYA POCKET KNIFE ! Saat Camping, gunakan NAIFUSAYA untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFUSAYA untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa NAIFUSAYA di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ NAIFUSAYA juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFUSAYA kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFUSAYA akan awet dipakai dan bisa selalu membantu Anda :) COMPACT & PORTABLE ~ NAIFUSAYA sangat compact (tidak akan memakan banyak tempat) & ada penutup pisaunya Terdapat lubang di ujung gagang NAIFUSAYA yang gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya Jadi ia sangat ideal untuk dibawa ke mana pun juga PLASTIC HANDLE & SCABBARD ~ Gagang dan penutup pisaunya terbuat dari plastik bermotif kayu yang mudah dibersihkan dengan air sabun Designnya timeless jadi awet dan tidak akan ketinggalan zaman Bahan	: Stainless Steel (Pisau) & Plastik (Badan Luar) Tertutup: 10.5 x 3.5 x 0.8cm Terbuka	:  9.8 x 3.5 x 0.8cm Pisau	: Panjang 2inci ; Tebal 0.5mm Cutting Edge : 1.75inci Berat	: 20g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs *Silahkan beli lebih untuk mendapat harga grosir *Barang kami sangat cocok dijadikan kado untuk orang-orang kesayangan di hidup Anda :) *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Karena perbedaan monitor & cahaya, warna item sebenarnya mungkin sedikit berbeda dari warna di gambar *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE KARTON UNTUK PACKING SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami :) *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID & our sister store @MIZULIVING www.instagram.com/MIZULIVING untuk update promo produk terbaru kami *TIPS CERDAS : BELANJALAH LEBIH DARI 1 BARANG DI 1 TOKO SUPAYA HEMAT BIAYA PENGIRIMAN"
Deknived Indonesia,"Pisau Lipat Boker Made In Solingen ( Kota Di jerman ) , Kategori Folded Knife . Drop Point Blade Finishing Titanium (Yang ""Abu-Abu"") . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Klip Penjepit Dan Pemecah Kaca . Cukup Menekan Pelatuk Pisau Lalu Ayun Kejut Untuk Mengeluarkan Pisau Secara Keseluruhan . Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Grade : Original Panjang Total : +-20.5 Cm Panjang Bilah : +-9 Cm Panjang Handle : +-11.5 Cm Lebar Bilah : +- 2.8 Cm Tebal Bilah : +- 3 Mm Dapat Di Lock : Ya Kelengkapan : 1 Unit Pisau Boker Dan Box"
RESPUBLICA,"TIPE YANG TERSEDIA: HITAM  UNTUK TIPE W33 SILVER BISA KE SINI: https://www.tokopedia.com/respublica/knifezer-pisau-saku-lipatmini-serbaguna-portable-knife-survival-silver UNTUK TIPE W33 HITAM BISA KE SINI https://www.tokopedia.com/respublica/knifezer-pisau-saku-lipat-mini-serbaguna-portable-knife-survival-hitam BARANG READY STOCK, BUKAN DROPSHIP! WAKTU PENGIRIMAN JADI LEBIH CEPAT! Desain pisau lipat dengan bentuk unik ini wajib dimiliki para kolektor pisau. Pisau ini juga dapat digunakan untuk melindungi diri dalam keadaan darurat atau digunakan saat camping dan hiking. FEATURES Folding Mechanism Pisau ini menggunakan desain lipat sehingga mudah untuk disimpan dalam kantong atau dibawa berpergian. Sharp Knife Pisau ini memiliki mata pisau sangat tajam dan dapat dijadikan peralatan survival dalam keadaan darurat. High Quality Material Terbuat dari bahan stainless steel yang sangat kuat sehingga dapat digunakan dalam jangka waktu lama dan tidak mudah rusak."
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFU POCKET KNIFE ! Saat Camping, gunakan NAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFU untuk memotong buah-buahan **MIZU mengingatkan Anda untuk membawa NAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa COMPACT & PORTABLE ~ NAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya NAIFU juga gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya BOTTLE OPENER HOOK ~ Gunakan HOOKnya untuk buka tutup botol HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: Stainless Steel Terlipat	: 8.9 x 3.6cm Tebal 7.5mm Terbuka	: 15 x 2.9cm Pisau	: Panjang 5cm Tebal 2.5mm Berat	: 96g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs *Silahkan beli lebih untuk mendapat harga grosir *Barang kami sangat cocok untuk dijadikan kado untuk orang-orang kesayangan di hidup Anda :) *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE BUBBLE WRAP SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami :) *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID & our sister store @MIZULIVING www.instagram.com/MIZULIVING untuk update promo produk terbaru kami *TIPS CERDAS : BELANJALAH LEBIH DARI 1 BARANG DI 1 TOKO SUPAYA HEMAT BIAYA PENGIRIMAN"
Deknived Indonesia,"Pisau Lipat Boker Plus Black Rosewood , Kategori Mini Folded Knife . Drop Point Blade . Jenis Bilah Drop Point . Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Clip Penjepit Untuk Di Selipkan Pada Saku Spesifikasi : Panjang Total : +- 15 Cm Panjang Bilah : +- 6,5 Cm Tebal Bilah : +- 0,2 Cm Lebar Bilah : +- 2,8 Cm Dapat Dilipat : Ya Dapat Di Lock : Ya"
Deknived Indonesia,"Pisau Lipat Browning Pointed Knife , Kategori Folded Knife . Drop Point Blade , Material Bilah Stainless Steel . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Clip Penjepit Dan Pemecah Kaca . Full Automatic Spring System. Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan . Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Panjang Total : +-22 Cm Panjang Bilah : +-9.5 Cm Panjang Handle : +-12.5 Cm Lebar Bilah : +-1.9 Cm Tebal Bilah : +-3 Mm Bahan Bilah : Stainless Steel Dapat Dilipat : Ya Dapat Di Lock : Ya Sistem Keluar Masuk Bilah : Automatic Spring Sistem ( Sekali Tekan Keluar Keseluruhan ) Kelengkapan : 1 Unit Pisau Lipat Dan Box"
MIZU HOME,"SURVIVE IN THE WILDERNESS ~ with our NAIFU POCKET KNIFE ! Saat Camping, gunakan NAIFU untuk memotong tali, ranting maupun untuk mempersiapkan makanan Saat Travelling, gunakan NAIFU untuk memotong buah-buahan dan alat potong saat emergency **MIZU mengingatkan Anda untuk membawa NAIFU di dalam bagasi CHECK-IN saat terbang atau naik kereta supaya ia aman dibawa VERSATILE DAILY USE ~ NAIFU juga bisa digunakan sebagai letter opener (untuk memotong amplop surat) & package opener (untuk membuka paket kiriman belanjaan Anda) COMPACT & PORTABLE ~ NAIFU bisa dilipat sehingga menjadi lebih compact (tidak akan memakan banyak tempat) & aman dibawa ke mana pun juga karena ujung tajam pisau masuk ke dalam lipatannya NAIFU juga gampang dicantolkan ke gantungan kunci biar Anda tidak lupa membawanya HIGH QUALITY STAINLESS STEEL ~ Terbuat dari besi stainless bermutu, NAIFU kuat, tajam, anti-karat dan tahan lama Jika Anda merawatnya dengan baik, NAIFU akan awet dipakai dan bisa selalu membantu Anda :) Bahan	: Stainless Steel (Pisau) & Mahogany (Pegangan) Terlipat	: 8.4 x 2.4 x 1.4cm Terbuka	: 15 x 2 x 1.4cm Pisau	: Panjang 2.5inci ; Tebal mm Berat	: 72g VARIAN yang BISA DIPILIH = READY STOCK!! *Harga di atas adalah harga untuk 1pcs pisau + rantainya *Silahkan beli lebih untuk mendapat harga grosir *Produk tidak memiliki logo MIZU HOME, logo di photo hanyalah watermark saja *Perkenankan penyimpangan pengukuran 1-3mm karena barang diukur dgn tangan  *FREE KARTON SESUAI KEBUTUHAN PRODUK & packing aman! *Sebelum dikirim, kami sudah cek barang dlm kondisi baik *Jadi, kerusakan yg terjadi dlm pengiriman bukan tanggung jawab kami, harap klaim ke ekspedisi *Membeli = setuju dgn syarat kami *Follow our Instagram @MIZUHOMEid www.instagram.com/MIZUHOMEID & our sister store @MIZULIVING www.instagram.com/MIZULIVING untuk update promo produk terbaru kami *TIPS CERDAS : BELANJALAH LEBIH DARI 1 BARANG DI 1 TOKO SUPAYA HEMAT BIAYA PENGIRIMAN"
Deknived Indonesia,"Pisau Lipat Jeep Titanium Rosewood , Kategori Folded Knife . Drop Point Blade Finishing Titanium (Yang ""Abu-Abu"") . Anti Karat Dan Tahan Korosi Jenis Bilah Drop Point Umumnya Di Hutan Berfungsi Untuk Melubangi Kayu Atau Suatu Object Tertentu ... Finishing Mata Pisau Dengan WhetStone. Sudah Diasah Dan Siap Digunakan... Dilengkapi Dengan Klip Penjepit Untuk Di Selipkan Pada Saku Full Automatic Spring System . Cukup Menekan Pelatuk Pisau Untuk Mengeluarkan Pisau Secara Keseluruhan ( Spring Sistem ) Garansi Jika Produk Yang Di Terima Mengecewakan / Atau Ada Masalah Lain Seputar Produk , Masalah Pengiriman Dan Sebagainya Di Mohon Agan Masukan Komplain . Spesifikasi : Kondisi Mata Pisau : Sudah Di Asah Sampai Mampu Menyayat 32 Lapis Kertas HVS / Setara Dengan 5 Lipatan Kertas HVS ( Silahkan Disimak VIdeonya ) Grade : Original Panjang Total : 22 Cm Panjang Bilah : 10 Cm Panjang Handle : 12 Cm Lebar Bilah : 2 Cm Tebal Bilah : 3 Mm Dapat Di Lock : Ya Kelengkapan : 1 Unit Pisau Lipat Dan Box"
Qstock,"Material	Stainless Steel Dimensi	Panjang Total: sekitar 225 mm Panjang Bilah: sekitar 105 mm Panjang Gagang: sekitar 120 mm Warna: HITAM PUTIH MULTI WARNA Pisau ini merupakan pisau lipat unik yang biasa disebut sebagai pisau balisong. Selain digunakan untuk memotong atau mengupas sesuatu, biasanya digunakan sebagai permainan trik dengan cara melipat dan membuka pisau secara cepat menggunakan satu tangan saja. Bahan Stainless Steel Pisau ini menggunakan bahan stainless steel berkualitas yang dijamin kuat, kokoh, serta awet. Bahan ini mudah dibersihkan sehingga awet untuk penggunaan jangka panjang. Mekanisme Lipat Hadir dengan menggunakan mekanisme lipat sehingga dapat dimasukkan ke dalam saku atau tas tanpa perlu khawatir akan melukai Anda. Anda dapat membawa pisau ini dengan mudah sehingga dapat memamerkan pada teman Anda. PISAU LIPAT BALISONG TRAINING: https://www.tokopedia.com/qstock/pisau-lipat-outdoor-training-serbaguna-balisong-portable-knife-hitam SISIR LIPAT BALISONG: https://www.tokopedia.com/qstock/sisir-besi-lipat-butterfly-knife-training-balisong-trick-benchmade PERHATIAN !!! ""Wajib Videokan Pembukaan Paket (Unboxing)"" - Tanpa video paket TIDAK MENERIMA KOMPLAIN APAPUN - Rekam video yang jelas mulai sebelum buka paket sampai selesai buka paket. - Tidak menerima video yang setelah paket dibuka baru direkam / paket dibungkus ulang baru di Videokan - Maksimal Komplain 1x24 jam dari barang diterima Klik untuk melihat poduk lainnya: https://www.tokopedia.com/qstock Happy shopping! :-)"
